카테고리,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2021년09월_계_90~99세,"1,500",35,118,24,46,72,50,45,42,48,109,20,104,32,95,94,90,86,85,53,89,46,47,70
2021년09월_계_100세 이상,50,1,1,2,2,3,2,1,1,1,13,1,2,1,1,3,1,2,1,3,5,0,2,1
2021년09월_남_총인구수,"217,543","2,378","11,246","2,216","9,203","9,700","4,610","5,352","4,753","4,472","9,134","4,208","14,910","3,249","18,719","18,469","11,221","12,220","17,709","8,492","13,453","13,959","6,122","11,748"
2021년09월_남_연령구간인구수,"217,543","2,378","11,246","2,216","9,203","9,700","4,610","5,352","4,753","4,472","9,134","4,208","14,910","3,249","18,719","18,469","11,221","12,220","17,709","8,492","13,453","13,959","6,122","11,748"
2021년09월_남_0~9세,"16,518",170,"1,125",85,"1,049",879,125,278,135,154,538,87,"1,190",136,"1,812","2,268",672,796,"1,234",432,870,"1,137",297,"1,049"
2021년09월_남_10~19세,"21,891",163,"1,023",116,"1,166","1,122",230,448,237,262,568,185,"1,625",203,"1,996","1,643",898,"1,277","2,528",791,"1,307","2,215",294,"1,594"
2021년09월_남_20~29세,"33,250",303,"1,379",265,"1,059","1,260",563,904,"1,401",737,"1,740","1,413","2,361",402,"2,229","2,041","2,053","1,929","2,880","1,329","2,299","2,206",716,"1,781"
2021년09월_남_30~39세,"27,761",354,"1,783",281,"1,235","1,069",428,628,721,653,"1,135",660,"2,043",450,"2,435","3,063","1,458","1,487","1,684",899,"1,715","1,344",885,"1,351"
2021년09월_남_40~49세,"34,590",363,"2,022",264,"1,771","1,597",600,670,594,568,"1,368",476,"2,266",467,"3,479","3,363","1,520","1,870","2,976","1,194","1,688","2,472",861,"2,141"
2021년09월_남_50~59세,"38,636",405,"1,577",447,"1,379","1,676",942,"1,017",620,766,"1,447",602,"2,511",557,"3,411","2,865","2,034","2,207","3,632","1,736","2,596","2,809","1,186","2,214"
2021년09월_남_60~69세,"27,672",335,"1,316",492,905,"1,194",984,870,591,748,"1,276",492,"1,916",615,"2,102","2,151","1,593","1,666","1,825","1,385","1,957","1,125","1,131","1,003"
2021년09월_남_70~79세,"12,407",213,678,209,434,642,512,403,320,419,733,206,721,300,971,843,696,711,687,523,715,431,584,456
2021년09월_남_80~89세,"4,502",60,319,49,190,243,217,122,120,159,298,80,264,115,272,222,281,260,245,195,283,207,155,146
2021년09월_남_90~99세,309,12,24,8,15,18,9,12,14,6,26,6,13,4,12,10,16,17,18,8,22,13,13,13
2021년09월_남_100세 이상,7,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0
2021년09월_여_총인구수,"219,603","2,542","12,111","1,936","9,915","10,402","4,670","5,607","4,373","4,056","8,940","3,507","15,220","3,283","18,007","18,568","11,164","12,600","18,240","8,313","13,641","14,731","5,652","12,125"
2021년09월_여_연령구간인구수,"219,603","2,542","12,111","1,936","9,915","10,402","4,670","5,607","4,373","4,056","8,940","3,507","15,220","3,283","18,007","18,568","11,164","12,600","18,240","8,313","13,641","14,731","5,652","12,125"
2021년09월_여_0~9세,"15,802",187,"1,155",80,"1,050",811,116,297,129,136,554,79,"1,143",143,"1,618","2,116",618,727,"1,278",415,799,"1,051",300,"1,000"
2021년09월_여_10~19세,"20,206",183,997,86,"1,128","1,081",188,411,222,200,565,162,"1,476",190,"1,880","1,596",799,"1,117","2,307",716,"1,112","2,041",291,"1,458"
2021년09월_여_20~29세,"28,335",261,"1,474",197,"1,009","1,107",400,728,"1,184",543,"1,153",998,"2,006",299,"1,972","1,744","1,879","1,725","2,431","1,025","1,967","1,917",587,"1,729"
2021년09월_여_30~39세,"24,906",332,"1,817",180,"1,410","1,159",299,529,419,381,895,402,"1,844",316,"2,273","3,016","1,152","1,216","1,678",702,"1,458","1,458",628,"1,342"
2021년09월_여_40~49세,"35,936",319,"2,045",203,"1,929","1,811",459,731,443,421,"1,239",337,"2,519",395,"3,399","3,153","1,539","2,002","3,516","1,186","1,998","3,218",687,"2,387"
2021년09월_여_50~59세,"39,243",368,"1,694",397,"1,424","1,779",865,"1,166",595,736,"1,421",601,"2,734",583,"3,028","3,033","2,130","2,462","3,671","1,784","2,848","2,771","1,062","2,091"
2021년09월_여_60~69세,"29,264",441,"1,395",430,"1,062","1,316","1,074",941,678,883,"1,472",513,"2,057",707,"2,157","2,271","1,656","1,866","1,783","1,378","1,918","1,088","1,151","1,027"
2021년09월_여_70~79세,"16,312",285,925,221,588,856,826,514,444,488,997,271,897,404,"1,125","1,077",863,984,975,634,908,724,664,642
2021년09월_여_80~89세,"8,365",142,514,124,282,425,400,256,230,225,553,130,451,217,471,475,453,430,533,425,562,430,246,391
2021년09월_여_90~99세,"1,191",23,94,16,31,54,41,33,28,42,83,14,91,28,83,84,74,69,67,45,67,33,34,57
2021년09월_여_100세 이상,43,1,1,2,2,3,2,1,1,1,8,0,2,1,1,3,1,2,1,3,4,0,2,1
2021년10월_계_총인구수,"436,499","4,914","23,260","4,142","19,044","20,071","9,262","10,962","9,117","8,487","17,976","7,691","30,125","6,525","36,704","36,973","22,374","24,823","35,888","16,797","27,145","28,646","11,732","23,841"
2021년10월_계_연령구간인구수,"436,499","4,914","23,260","4,142","19,044","20,071","9,262","10,962","9,117","8,487","17,976","7,691","30,125","6,525","36,704","36,973","22,374","24,823","35,888","16,797","27,145","28,646","11,732","23,841"
2021년10월_계_0~9세,"32,096",356,"2,255",162,"2,075","1,687",242,574,260,287,"1,077",167,"2,319",272,"3,413","4,369","1,274","1,520","2,484",842,"1,682","2,162",589,"2,028"
2021년10월_계_10~19세,"41,927",344,"2,014",201,"2,291","2,206",408,861,462,459,"1,116",339,"3,098",394,"3,862","3,234","1,685","2,373","4,817","1,494","2,424","4,222",585,"3,038"
2021년10월_계_20~29세,"61,352",559,"2,819",457,"2,055","2,349",958,"1,620","2,578","1,276","2,866","2,400","4,353",703,"4,191","3,755","3,941","3,663","5,284","2,346","4,248","4,139","1,287","3,505"
2021년10월_계_30~39세,"52,477",686,"3,565",460,"2,602","2,209",725,"1,164","1,135","1,018","2,027","1,060","3,897",762,"4,694","6,032","2,608","2,713","3,344","1,599","3,207","2,784","1,508","2,678"
2021년10월_계_40~49세,"70,263",677,"4,071",469,"3,679","3,399","1,060","1,392","1,043","1,000","2,579",811,"4,797",851,"6,859","6,508","3,042","3,843","6,450","2,370","3,677","5,649","1,528","4,509"
2021년10월_계_50~59세,"77,981",784,"3,255",837,"2,819","3,456","1,798","2,184","1,208","1,483","2,870","1,199","5,241","1,146","6,474","5,902","4,182","4,664","7,335","3,518","5,437","5,621","2,241","4,327"
2021년10월_계_60~69세,"57,106",772,"2,715",924,"1,971","2,508","2,053","1,813","1,269","1,623","2,739","1,004","3,980","1,325","4,276","4,450","3,247","3,574","3,631","2,784","3,896","2,218","2,291","2,043"
2021년10월_계_70~79세,"28,799",498,"1,606",431,"1,027","1,504","1,349",926,766,904,"1,729",477,"1,620",700,"2,105","1,920","1,559","1,687","1,676","1,164","1,628","1,172","1,255","1,096"
2021년10월_계_80~89세,"12,946",203,840,174,477,679,619,381,353,387,855,212,719,338,737,706,742,700,779,622,850,632,399,542
2021년10월_계_90~99세,"1,501",34,119,25,46,71,48,46,42,49,105,21,99,33,92,94,93,84,86,55,91,47,47,74
2021년10월_계_100세 이상,51,1,1,2,2,3,2,1,1,1,13,1,2,1,1,3,1,2,2,3,5,0,2,1
2021년10월_남_총인구수,"217,197","2,382","11,196","2,213","9,156","9,680","4,603","5,360","4,730","4,446","9,077","4,205","14,918","3,249","18,701","18,430","11,230","12,216","17,678","8,493","13,464","13,930","6,113","11,727"
2021년10월_남_연령구간인구수,"217,197","2,382","11,196","2,213","9,156","9,680","4,603","5,360","4,730","4,446","9,077","4,205","14,918","3,249","18,701","18,430","11,230","12,216","17,678","8,493","13,464","13,930","6,113","11,727"
2021년10월_남_0~9세,"16,421",172,"1,116",83,"1,037",878,127,281,133,151,529,88,"1,192",133,"1,790","2,268",667,801,"1,218",432,872,"1,123",293,"1,037"
2021년10월_남_10~19세,"21,780",165,"1,018",117,"1,159","1,122",224,446,238,265,561,181,"1,615",203,"1,982","1,631",892,"1,258","2,519",785,"1,314","2,205",296,"1,584"
2021년10월_남_20~29세,"33,094",297,"1,355",262,"1,051","1,250",559,899,"1,386",728,"1,718","1,405","2,351",406,"2,237","2,029","2,065","1,937","2,857","1,317","2,283","2,208",709,"1,785"
2021년10월_남_30~39세,"27,700",355,"1,774",279,"1,216","1,063",423,639,719,638,"1,134",663,"2,059",446,"2,429","3,036","1,459","1,489","1,685",903,"1,731","1,332",885,"1,343"
2021년10월_남_40~49세,"34,465",361,"2,023",266,"1,762","1,592",605,664,594,578,"1,355",478,"2,270",460,"3,462","3,355","1,517","1,862","2,959","1,193","1,685","2,445",851,"2,128"
2021년10월_남_50~59세,"38,663",412,"1,566",441,"1,382","1,676",937,"1,014",613,754,"1,447",604,"2,509",562,"3,436","2,867","2,038","2,192","3,640","1,740","2,578","2,837","1,191","2,227"
2021년10월_남_60~69세,"27,759",335,"1,316",497,905,"1,187",986,874,594,744,"1,273",494,"1,921",616,"2,108","2,160","1,594","1,688","1,847","1,389","1,967","1,125","1,130","1,009"
2021년10월_남_70~79세,"12,467",212,685,210,436,645,514,407,319,423,731,207,723,301,976,846,700,713,691,526,725,435,590,452
2021년10월_남_80~89세,"4,535",61,319,50,193,250,219,124,121,159,299,78,266,118,269,228,282,260,244,200,285,207,155,148
2021년10월_남_90~99세,306,12,24,8,15,17,9,12,13,6,25,6,12,4,12,10,16,16,18,8,23,13,13,14
2021년10월_남_100세 이상,7,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0
2021년10월_여_총인구수,"219,302","2,532","12,064","1,929","9,888","10,391","4,659","5,602","4,387","4,041","8,899","3,486","15,207","3,276","18,003","18,543","11,144","12,607","18,210","8,304","13,681","14,716","5,619","12,114"
2021년10월_여_연령구간인구수,"219,302","2,532","12,064","1,929","9,888","10,391","4,659","5,602","4,387","4,041","8,899","3,486","15,207","3,276","18,003","18,543","11,144","12,607","18,210","8,304","13,681","14,716","5,619","12,114"
2021년10월_여_0~9세,"15,675",184,"1,139",79,"1,038",809,115,293,127,136,548,79,"1,127",139,"1,623","2,101",607,719,"1,266",410,810,"1,039",296,991
2021년10월_여_10~19세,"20,147",179,996,84,"1,132","1,084",184,415,224,194,555,158,"1,483",191,"1,880","1,603",793,"1,115","2,298",709,"1,110","2,017",289,"1,454"
2021년10월_여_20~29세,"28,258",262,"1,464",195,"1,004","1,099",399,721,"1,192",548,"1,148",995,"2,002",297,"1,954","1,726","1,876","1,726","2,427","1,029","1,965","1,931",578,"1,720"
2021년10월_여_30~39세,"24,777",331,"1,791",181,"1,386","1,146",302,525,416,380,893,397,"1,838",316,"2,265","2,996","1,149","1,224","1,659",696,"1,476","1,452",623,"1,335"
2021년10월_여_40~49세,"35,798",316,"2,048",203,"1,917","1,807",455,728,449,422,"1,224",333,"2,527",391,"3,397","3,153","1,525","1,981","3,491","1,177","1,992","3,204",677,"2,381"
2021년10월_여_50~59세,"39,318",372,"1,689",396,"1,437","1,780",861,"1,170",595,729,"1,423",595,"2,732",584,"3,038","3,035","2,144","2,472","3,695","1,778","2,859","2,784","1,050","2,100"
2021년10월_여_60~69세,"29,347",437,"1,399",427,"1,066","1,321","1,067",939,675,879,"1,466",510,"2,059",709,"2,168","2,290","1,653","1,886","1,784","1,395","1,929","1,093","1,161","1,034"
2021년10월_여_70~79세,"16,332",286,921,221,591,859,835,519,447,481,998,270,897,399,"1,129","1,074",859,974,985,638,903,737,665,644
2021년10월_여_80~89세,"8,411",142,521,124,284,429,400,257,232,228,556,134,453,220,468,478,460,440,535,422,565,425,244,394
2021년10월_여_90~99세,"1,195",22,95,17,31,54,39,34,29,43,80,15,87,29,80,84,77,68,68,47,68,34,34,60
2021년10월_여_100세 이상,44,1,1,2,2,3,2,1,1,1,8,0,2,1,1,3,1,2,2,3,4,0,2,1
2021년11월_계_총인구수,"436,567","4,901","23,335","4,121","18,969","20,016","9,239","10,933","9,086","8,420","17,871","7,654","30,222","6,499","36,522","36,741","22,266","24,668","35,548","16,649","26,963","28,356","11,677","25,911"
2021년11월_계_연령구간인구수,"436,567","4,901","23,335","4,121","18,969","20,016","9,239","10,933","9,086","8,420","17,871","7,654","30,222","6,499","36,522","36,741","22,266","24,668","35,548","16,649","26,963","28,356","11,677","25,911"
2021년11월_계_0~9세,"31,964",359,"2,259",162,"2,055","1,665",239,561,256,277,"1,058",167,"2,328",268,"3,372","4,320","1,255","1,510","2,427",795,"1,641","2,106",583,"2,301"
2021년11월_계_10~19세,"41,815",342,"2,023",196,"2,296","2,198",407,864,452,454,"1,122",330,"3,094",389,"3,824","3,207","1,663","2,342","4,756","1,466","2,402","4,181",573,"3,234"
2021년11월_계_20~29세,"61,263",552,"2,831",462,"2,033","2,334",952,"1,608","2,558","1,270","2,831","2,380","4,356",700,"4,176","3,717","3,916","3,648","5,247","2,328","4,210","4,094","1,278","3,782"
2021년11월_계_30~39세,"52,486",694,"3,560",457,"2,567","2,189",724,"1,164","1,147",999,"2,010","1,066","3,915",752,"4,626","5,949","2,587","2,688","3,283","1,590","3,175","2,738","1,502","3,104"
2021년11월_계_40~49세,"70,201",673,"4,090",466,"3,687","3,386","1,052","1,385","1,039",992,"2,564",805,"4,820",845,"6,828","6,472","3,030","3,790","6,364","2,324","3,651","5,557","1,511","4,870"
2021년11월_계_50~59세,"78,084",778,"3,276",829,"2,812","3,460","1,805","2,180","1,201","1,468","2,849","1,193","5,266","1,140","6,465","5,882","4,162","4,636","7,306","3,495","5,387","5,600","2,218","4,676"
2021년11월_계_60~69세,"57,332",770,"2,722",917,"1,960","2,515","2,038","1,810","1,277","1,619","2,737","1,012","3,994","1,325","4,285","4,461","3,258","3,574","3,622","2,803","3,908","2,237","2,306","2,182"
2021년11월_계_70~79세,"28,834",496,"1,603",430,"1,032","1,508","1,354",935,761,908,"1,722",468,"1,618",704,"2,113","1,922","1,557","1,680","1,678","1,164","1,643","1,166","1,253","1,119"
2021년11월_계_80~89세,"13,034",203,852,174,477,687,618,378,351,384,855,211,729,342,742,714,741,716,775,630,858,628,403,566
2021년11월_계_90~99세,"1,506",33,118,26,48,71,48,47,43,48,110,21,100,34,90,94,96,82,89,51,84,49,48,76
2021년11월_계_100세 이상,48,1,1,2,2,3,2,1,1,1,13,1,2,0,1,3,1,2,1,3,4,0,2,1
2021년11월_남_총인구수,"217,189","2,375","11,222","2,194","9,118","9,656","4,593","5,338","4,725","4,412","9,020","4,190","14,976","3,228","18,591","18,308","11,172","12,122","17,504","8,406","13,375","13,783","6,088","12,793"
2021년11월_남_연령구간인구수,"217,189","2,375","11,222","2,194","9,118","9,656","4,593","5,338","4,725","4,412","9,020","4,190","14,976","3,228","18,591","18,308","11,172","12,122","17,504","8,406","13,375","13,783","6,088","12,793"
2021년11월_남_0~9세,"16,347",173,"1,108",82,"1,031",869,126,274,131,147,522,89,"1,197",133,"1,764","2,243",655,797,"1,190",405,861,"1,087",290,"1,173"
2021년11월_남_10~19세,"21,704",162,"1,022",114,"1,165","1,122",224,445,234,262,570,181,"1,611",198,"1,958","1,615",880,"1,240","2,491",772,"1,298","2,179",290,"1,671"
2021년11월_남_20~29세,"33,054",294,"1,351",263,"1,043","1,241",556,888,"1,378",724,"1,693","1,388","2,368",403,"2,225","2,005","2,057","1,923","2,837","1,310","2,267","2,196",705,"1,939"
2021년11월_남_30~39세,"27,703",358,"1,773",277,"1,190","1,051",422,641,732,627,"1,122",671,"2,075",438,"2,390","2,989","1,450","1,458","1,658",900,"1,712","1,312",879,"1,578"
2021년11월_남_40~49세,"34,461",359,"2,033",263,"1,761","1,588",603,661,591,573,"1,347",474,"2,276",454,"3,452","3,343","1,513","1,836","2,918","1,172","1,686","2,404",850,"2,304"
2021년11월_남_50~59세,"38,678",407,"1,585",438,"1,384","1,675",937,"1,009",612,749,"1,440",598,"2,513",560,"3,426","2,863","2,021","2,184","3,621","1,720","2,546","2,821","1,170","2,399"
2021년11월_남_60~69세,"27,860",337,"1,317",489,901,"1,190",983,869,595,741,"1,269",500,"1,931",614,"2,114","2,156","1,599","1,684","1,838","1,391","1,970","1,130","1,150","1,092"
2021년11월_남_70~79세,"12,499",212,684,209,434,651,517,416,319,423,724,205,720,305,978,855,699,718,691,528,731,435,582,463
2021년11월_남_80~89세,"4,569",62,324,50,194,252,217,122,120,160,302,77,273,120,272,228,281,267,243,200,283,205,158,159
2021년11월_남_90~99세,308,11,25,9,15,17,8,13,13,6,26,6,12,3,12,11,17,15,17,8,21,14,14,15
2021년11월_남_100세 이상,6,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2021년11월_여_총인구수,"219,378","2,526","12,113","1,927","9,851","10,360","4,646","5,595","4,361","4,008","8,851","3,464","15,246","3,271","17,931","18,433","11,094","12,546","18,044","8,243","13,588","14,573","5,589","13,118"
2021년11월_여_연령구간인구수,"219,378","2,526","12,113","1,927","9,851","10,360","4,646","5,595","4,361","4,008","8,851","3,464","15,246","3,271","17,931","18,433","11,094","12,546","18,044","8,243","13,588","14,573","5,589","13,118"
2021년11월_여_0~9세,"15,617",186,"1,151",80,"1,024",796,113,287,125,130,536,78,"1,131",135,"1,608","2,077",600,713,"1,237",390,780,"1,019",293,"1,128"
2021년11월_여_10~19세,"20,111",180,"1,001",82,"1,131","1,076",183,419,218,192,552,149,"1,483",191,"1,866","1,592",783,"1,102","2,265",694,"1,104","2,002",283,"1,563"
2021년11월_여_20~29세,"28,209",258,"1,480",199,990,"1,093",396,720,"1,180",546,"1,138",992,"1,988",297,"1,951","1,712","1,859","1,725","2,410","1,018","1,943","1,898",573,"1,843"
2021년11월_여_30~39세,"24,783",336,"1,787",180,"1,377","1,138",302,523,415,372,888,395,"1,840",314,"2,236","2,960","1,137","1,230","1,625",690,"1,463","1,426",623,"1,526"
2021년11월_여_40~49세,"35,740",314,"2,057",203,"1,926","1,798",449,724,448,419,"1,217",331,"2,544",391,"3,376","3,129","1,517","1,954","3,446","1,152","1,965","3,153",661,"2,566"
2021년11월_여_50~59세,"39,406",371,"1,691",391,"1,428","1,785",868,"1,171",589,719,"1,409",595,"2,753",580,"3,039","3,019","2,141","2,452","3,685","1,775","2,841","2,779","1,048","2,277"
2021년11월_여_60~69세,"29,472",433,"1,405",428,"1,059","1,325","1,055",941,682,878,"1,468",512,"2,063",711,"2,171","2,305","1,659","1,890","1,784","1,412","1,938","1,107","1,156","1,090"
2021년11월_여_70~79세,"16,335",284,919,221,598,857,837,519,442,485,998,263,898,399,"1,135","1,067",858,962,987,636,912,731,671,656
2021년11월_여_80~89세,"8,465",141,528,124,283,435,401,256,231,224,553,134,456,222,470,486,460,449,532,430,575,423,245,407
2021년11월_여_90~99세,"1,198",22,93,17,33,54,40,34,30,42,84,15,88,31,78,83,79,67,72,43,63,35,34,61
2021년11월_여_100세 이상,42,1,1,2,2,3,2,1,1,1,8,0,2,0,1,3,1,2,1,3,4,0,2,1
2021년12월_계_총인구수,"437,008","4,882","23,463","4,103","18,811","19,909","9,205","10,848","8,998","8,408","17,759","7,552","30,640","6,472","36,441","36,550","22,089","24,451","35,072","16,469","26,862","27,904","11,583","28,537"
2021년12월_계_연령구간인구수,"437,008","4,882","23,463","4,103","18,811","19,909","9,205","10,848","8,998","8,408","17,759","7,552","30,640","6,472","36,441","36,550","22,089","24,451","35,072","16,469","26,862","27,904","11,583","28,537"
2021년12월_계_0~9세,"31,921",355,"2,261",161,"2,028","1,648",240,550,245,271,"1,060",168,"2,369",260,"3,344","4,279","1,224","1,473","2,354",769,"1,596","2,050",567,"2,649"
2021년12월_계_10~19세,"41,761",338,"2,031",196,"2,289","2,179",404,860,445,461,"1,119",323,"3,114",382,"3,806","3,188","1,630","2,310","4,646","1,435","2,371","4,070",565,"3,599"
2021년12월_계_20~29세,"61,011",552,"2,818",452,"2,012","2,314",946,"1,581","2,514","1,251","2,783","2,329","4,409",693,"4,142","3,681","3,886","3,622","5,190","2,290","4,214","4,028","1,262","4,042"
2021년12월_계_30~39세,"52,587",690,"3,567",458,"2,530","2,169",721,"1,146","1,139",996,"2,011","1,054","3,991",743,"4,599","5,878","2,558","2,668","3,257","1,568","3,177","2,684","1,466","3,517"
2021년12월_계_40~49세,"70,291",672,"4,120",459,"3,664","3,367","1,051","1,376","1,018","1,008","2,555",796,"4,889",840,"6,819","6,438","2,993","3,719","6,211","2,274","3,599","5,410","1,518","5,495"
2021년12월_계_50~59세,"78,215",767,"3,305",831,"2,783","3,457","1,789","2,156","1,209","1,462","2,845","1,181","5,329","1,135","6,472","5,877","4,142","4,618","7,221","3,467","5,363","5,563","2,190","5,053"
2021년12월_계_60~69세,"57,534",768,"2,754",906,"1,945","2,513","2,039","1,814","1,277","1,610","2,699",999,"4,045","1,329","4,286","4,462","3,263","3,555","3,628","2,812","3,921","2,252","2,302","2,355"
2021년12월_계_70~79세,"28,982",500,"1,624",431,"1,027","1,501","1,350",934,757,911,"1,718",469,"1,662",712,"2,123","1,924","1,548","1,681","1,681","1,173","1,669","1,165","1,264","1,158"
2021년12월_계_80~89세,"13,157",207,862,182,481,691,618,383,350,389,860,210,732,344,754,722,745,723,794,629,858,633,399,591
2021년12월_계_90~99세,"1,518",31,121,25,50,67,45,47,44,48,109,23,98,34,95,99,99,80,89,49,91,49,49,76
2021년12월_계_100세 이상,31,2,0,2,2,3,2,1,0,1,0,0,2,0,1,2,1,2,1,3,3,0,1,2
2021년12월_남_총인구수,"217,420","2,377","11,273","2,191","9,045","9,608","4,573","5,299","4,686","4,401","8,951","4,147","15,196","3,215","18,564","18,215","11,087","12,041","17,240","8,321","13,311","13,541","6,040","14,098"
2021년12월_남_연령구간인구수,"217,420","2,377","11,273","2,191","9,045","9,608","4,573","5,299","4,686","4,401","8,951","4,147","15,196","3,215","18,564","18,215","11,087","12,041","17,240","8,321","13,311","13,541","6,040","14,098"
2021년12월_남_0~9세,"16,309",171,"1,105",83,"1,010",864,127,269,127,139,523,91,"1,216",131,"1,756","2,215",635,785,"1,152",387,828,"1,050",282,"1,363"
2021년12월_남_10~19세,"21,676",164,"1,019",114,"1,164","1,111",222,442,227,265,565,179,"1,622",194,"1,945","1,619",870,"1,223","2,429",758,"1,285","2,124",288,"1,847"
2021년12월_남_20~29세,"32,944",297,"1,352",258,"1,032","1,238",551,884,"1,359",712,"1,667","1,367","2,408",396,"2,207","1,982","2,050","1,901","2,801","1,294","2,266","2,157",698,"2,067"
2021년12월_남_30~39세,"27,763",355,"1,767",279,"1,173","1,034",418,624,724,624,"1,116",665,"2,115",436,"2,379","2,956","1,432","1,459","1,664",894,"1,712","1,295",860,"1,782"
2021년12월_남_40~49세,"34,552",359,"2,053",265,"1,757","1,583",605,657,584,584,"1,341",471,"2,310",454,"3,457","3,323","1,497","1,802","2,830","1,152","1,667","2,344",852,"2,605"
2021년12월_남_50~59세,"38,696",404,"1,598",436,"1,369","1,670",923,997,617,744,"1,437",590,"2,542",559,"3,429","2,857","2,006","2,185","3,579","1,697","2,543","2,787","1,147","2,580"
2021년12월_남_60~69세,"27,966",342,"1,325",482,894,"1,190",983,877,598,738,"1,248",491,"1,950",616,"2,116","2,162","1,605","1,677","1,830","1,396","1,966","1,135","1,153","1,192"
2021년12월_남_70~79세,"12,587",210,691,212,433,648,521,416,315,425,727,209,746,309,983,860,690,725,691,536,738,429,588,485
2021년12월_남_80~89세,"4,610",65,337,52,197,253,215,121,121,164,301,77,275,117,279,228,283,269,247,198,284,206,158,163
2021년12월_남_90~99세,316,9,26,10,16,17,8,12,14,6,26,7,12,3,13,13,19,15,17,9,22,14,14,14
2021년12월_남_100세 이상,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"219,588","2,505","12,190","1,912","9,766","10,301","4,632","5,549","4,312","4,007","8,808","3,405","15,444","3,257","17,877","18,335","11,002","12,410","17,832","8,148","13,551","14,363","5,543","14,439"
2021년12월_여_연령구간인구수,"219,588","2,505","12,190","1,912","9,766","10,301","4,632","5,549","4,312","4,007","8,808","3,405","15,444","3,257","17,877","18,335","11,002","12,410","17,832","8,148","13,551","14,363","5,543","14,439"
2021년12월_여_0~9세,"15,612",184,"1,156",78,"1,018",784,113,281,118,132,537,77,"1,153",129,"1,588","2,064",589,688,"1,202",382,768,"1,000",285,"1,286"
2021년12월_여_10~19세,"20,085",174,"1,012",82,"1,125","1,068",182,418,218,196,554,144,"1,492",188,"1,861","1,569",760,"1,087","2,217",677,"1,086","1,946",277,"1,752"
2021년12월_여_20~29세,"28,067",255,"1,466",194,980,"1,076",395,697,"1,155",539,"1,116",962,"2,001",297,"1,935","1,699","1,836","1,721","2,389",996,"1,948","1,871",564,"1,975"
2021년12월_여_30~39세,"24,824",335,"1,800",179,"1,357","1,135",303,522,415,372,895,389,"1,876",307,"2,220","2,922","1,126","1,209","1,593",674,"1,465","1,389",606,"1,735"
2021년12월_여_40~49세,"35,739",313,"2,067",194,"1,907","1,784",446,719,434,424,"1,214",325,"2,579",386,"3,362","3,115","1,496","1,917","3,381","1,122","1,932","3,066",666,"2,890"
2021년12월_여_50~59세,"39,519",363,"1,707",395,"1,414","1,787",866,"1,159",592,718,"1,408",591,"2,787",576,"3,043","3,020","2,136","2,433","3,642","1,770","2,820","2,776","1,043","2,473"
2021년12월_여_60~69세,"29,568",426,"1,429",424,"1,051","1,323","1,056",937,679,872,"1,451",508,"2,095",713,"2,170","2,300","1,658","1,878","1,798","1,416","1,955","1,117","1,149","1,163"
2021년12월_여_70~79세,"16,395",290,933,219,594,853,829,518,442,486,991,260,916,403,"1,140","1,064",858,956,990,637,931,736,676,673
2021년12월_여_80~89세,"8,547",142,525,130,284,438,403,262,229,225,559,133,457,227,475,494,462,454,547,431,574,427,241,428
2021년12월_여_90~99세,"1,202",22,95,15,34,50,37,35,30,42,83,16,86,31,82,86,80,65,72,40,69,35,35,62
2021년12월_여_100세 이상,30,1,0,2,2,3,2,1,0,1,0,0,2,0,1,2,1,2,1,3,3,0,1,2
