카테고리,전라북도,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 덕진구,전라북도 군산시,전라북도 익산시,전라북도 정읍시,전라북도 남원시,전라북도 김제시,전라북도 완주군,전라북도 진안군,전라북도 무주군,전라북도 장수군,전라북도 임실군,전라북도 순창군,전라북도 고창군,전라북도 부안군
2021년02월_여_연령구간인구수,"905,834","334,237","174,115","160,122","132,349","141,029","54,654","40,966","41,437","44,471","12,529","12,022","11,048","13,269","14,187","27,511","26,125"
2021년02월_여_0~9세,"61,759","26,148","11,864","14,284","10,167","9,161","3,041","2,314","2,031","3,376",634,547,538,625,724,"1,250","1,203"
2021년02월_여_10~19세,"83,788","34,528","17,255","17,273","12,866","13,471","4,506","3,493","2,976","3,937",780,893,806,779,"1,067","1,926","1,760"
2021년02월_여_20~29세,"96,586","44,193","23,846","20,347","13,351","16,250","4,723","3,328","3,145","3,946",814,767,708,831,904,"1,791","1,835"
2021년02월_여_30~39세,"90,696","40,404","19,579","20,825","14,443","13,393","4,126","3,095","3,046","4,469",833,767,731,852,"1,003","1,767","1,767"
2021년02월_여_40~49세,"129,665","54,577","27,756","26,821","20,609","20,393","6,995","5,217","4,395","6,063","1,143","1,265","1,114","1,106","1,423","2,682","2,683"
2021년02월_여_50~59세,"144,399","54,139","29,589","24,550","20,956","23,996","8,472","6,353","6,192","6,724","1,965","1,863","1,608","2,005","2,053","4,077","3,996"
2021년02월_여_60~69세,"130,828","40,654","22,621","18,033","19,306","20,612","8,635","6,562","7,287","6,764","2,313","2,152","2,085","2,316","2,386","4,928","4,828"
2021년02월_여_70~79세,"95,239","24,662","13,365","11,297","12,599","13,605","7,602","5,646","6,435","4,990","2,048","1,955","1,756","2,400","2,453","4,737","4,351"
2021년02월_여_80~89세,"61,346","12,618","6,930","5,688","6,705","8,481","5,534","4,195","4,917","3,518","1,701","1,537","1,453","2,009","1,868","3,627","3,183"
2021년02월_여_90~99세,"10,838","2,185","1,246",939,"1,258","1,584",925,733,954,646,280,258,231,329,278,690,487
2021년02월_여_100세 이상,690,129,64,65,89,83,95,30,59,38,18,18,18,17,28,36,32
2021년03월_계_총인구수,"1,797,450","657,064","338,363","318,701","266,959","280,585","107,710","80,227","82,079","91,127","25,252","23,940","21,946","27,044","27,474","54,243","51,800"
2021년03월_계_연령구간인구수,"1,797,450","657,064","338,363","318,701","266,959","280,585","107,710","80,227","82,079","91,127","25,252","23,940","21,946","27,044","27,474","54,243","51,800"
2021년03월_계_0~9세,"126,003","53,371","24,291","29,080","20,503","18,627","6,227","4,877","4,217","6,710","1,241","1,170","1,122","1,333","1,450","2,626","2,529"
2021년03월_계_10~19세,"173,148","71,208","35,725","35,483","26,568","27,560","9,561","7,174","6,108","8,202","1,648","1,825","1,641","1,639","2,191","4,156","3,667"
2021년03월_계_20~29세,"209,743","92,850","49,240","43,610","29,521","35,778","10,457","7,514","7,095","8,842","1,913","1,733","1,625","2,018","2,021","4,195","4,181"
2021년03월_계_30~39세,"186,504","81,538","39,603","41,935","30,076","27,969","8,704","6,303","6,515","9,169","1,595","1,679","1,509","1,881","1,918","3,795","3,853"
2021년03월_계_40~49세,"266,068","106,584","52,918","53,666","43,217","41,431","14,615","10,581","9,926","13,475","2,678","2,824","2,532","2,770","3,248","6,114","6,073"
2021년03월_계_50~59세,"298,408","106,291","57,070","49,221","43,999","48,632","18,219","13,620","13,545","15,073","4,462","4,145","3,649","4,611","4,465","8,967","8,730"
2021년03월_계_60~69세,"260,057","78,134","42,988","35,146","38,126","41,156","17,207","13,170","14,789","14,169","4,988","4,497","4,284","5,056","4,893","9,847","9,741"
2021년03월_계_70~79세,"170,491","44,315","24,108","20,207","23,059","24,687","13,256","9,778","11,423","9,293","3,807","3,354","3,108","4,257","4,132","8,338","7,684"
2021년03월_계_80~89세,"92,542","19,868","10,753","9,115","10,243","12,585","8,235","6,210","7,193","5,342","2,531","2,367","2,166","3,027","2,761","5,326","4,688"
2021년03월_계_90~99세,"13,931","2,818","1,614","1,204","1,586","2,066","1,165",967,"1,230",819,372,324,299,434,374,846,631
2021년03월_계_100세 이상,555,87,53,34,61,94,64,33,38,33,17,22,11,18,21,33,23
2021년03월_남_총인구수,"893,974","323,432","164,758","158,674","134,952","139,763","53,490","39,334","40,688","46,833","12,753","11,944","10,946","13,864","13,401","26,832","25,742"
2021년03월_남_연령구간인구수,"893,974","323,432","164,758","158,674","134,952","139,763","53,490","39,334","40,688","46,833","12,753","11,944","10,946","13,864","13,401","26,832","25,742"
2021년03월_남_0~9세,"64,662","27,326","12,491","14,835","10,441","9,570","3,194","2,588","2,193","3,348",606,629,585,715,748,"1,389","1,330"
2021년03월_남_10~19세,"89,712","36,887","18,624","18,263","13,730","14,101","5,068","3,690","3,129","4,284",873,929,830,870,"1,127","2,272","1,922"
2021년03월_남_20~29세,"113,372","48,690","25,439","23,251","16,223","19,491","5,802","4,204","3,966","4,928","1,104",969,920,"1,188","1,136","2,401","2,350"
2021년03월_남_30~39세,"96,316","41,251","20,099","21,152","15,728","14,671","4,639","3,215","3,478","4,744",764,924,787,"1,049",937,"2,041","2,088"
2021년03월_남_40~49세,"137,030","52,193","25,317","26,876","22,652","21,133","7,689","5,412","5,544","7,445","1,558","1,571","1,436","1,686","1,843","3,459","3,409"
2021년03월_남_50~59세,"154,577","52,252","27,579","24,673","23,101","24,712","9,818","7,279","7,396","8,417","2,519","2,292","2,056","2,630","2,417","4,913","4,775"
2021년03월_남_60~69세,"128,577","37,267","20,284","16,983","18,775","20,419","8,555","6,568","7,440","7,364","2,650","2,328","2,186","2,735","2,504","4,899","4,887"
2021년03월_남_70~79세,"75,507","19,718","10,742","8,976","10,450","11,069","5,753","4,150","4,990","4,313","1,758","1,398","1,365","1,878","1,698","3,625","3,342"
2021년03월_남_80~89세,"31,060","7,191","3,811","3,380","3,511","4,108","2,713","2,004","2,279","1,807",830,823,709,"1,004",893,"1,690","1,498"
2021년03월_남_90~99세,"3,064",642,362,280,331,467,249,218,266,177,86,76,70,105,97,141,139
2021년03월_남_100세 이상,97,15,10,5,10,22,10,6,7,6,5,5,2,4,1,2,2
2021년03월_여_총인구수,"903,476","333,632","173,605","160,027","132,007","140,822","54,220","40,893","41,391","44,294","12,499","11,996","11,000","13,180","14,073","27,411","26,058"
2021년03월_여_연령구간인구수,"903,476","333,632","173,605","160,027","132,007","140,822","54,220","40,893","41,391","44,294","12,499","11,996","11,000","13,180","14,073","27,411","26,058"
2021년03월_여_0~9세,"61,341","26,045","11,800","14,245","10,062","9,057","3,033","2,289","2,024","3,362",635,541,537,618,702,"1,237","1,199"
2021년03월_여_10~19세,"83,436","34,321","17,101","17,220","12,838","13,459","4,493","3,484","2,979","3,918",775,896,811,769,"1,064","1,884","1,745"
2021년03월_여_20~29세,"96,371","44,160","23,801","20,359","13,298","16,287","4,655","3,310","3,129","3,914",809,764,705,830,885,"1,794","1,831"
2021년03월_여_30~39세,"90,188","40,287","19,504","20,783","14,348","13,298","4,065","3,088","3,037","4,425",831,755,722,832,981,"1,754","1,765"
2021년03월_여_40~49세,"129,038","54,391","27,601","26,790","20,565","20,298","6,926","5,169","4,382","6,030","1,120","1,253","1,096","1,084","1,405","2,655","2,664"
2021년03월_여_50~59세,"143,831","54,039","29,491","24,548","20,898","23,920","8,401","6,341","6,149","6,656","1,943","1,853","1,593","1,981","2,048","4,054","3,955"
2021년03월_여_60~69세,"131,480","40,867","22,704","18,163","19,351","20,737","8,652","6,602","7,349","6,805","2,338","2,169","2,098","2,321","2,389","4,948","4,854"
2021년03월_여_70~79세,"94,984","24,597","13,366","11,231","12,609","13,618","7,503","5,628","6,433","4,980","2,049","1,956","1,743","2,379","2,434","4,713","4,342"
2021년03월_여_80~89세,"61,482","12,677","6,942","5,735","6,732","8,477","5,522","4,206","4,914","3,535","1,701","1,544","1,457","2,023","1,868","3,636","3,190"
2021년03월_여_90~99세,"10,867","2,176","1,252",924,"1,255","1,599",916,749,964,642,286,248,229,329,277,705,492
2021년03월_여_100세 이상,458,72,43,29,51,72,54,27,31,27,12,17,9,14,20,31,21
2021년04월_계_총인구수,"1,796,331","656,755","338,010","318,745","266,878","280,399","107,555","80,196","82,031","91,127","25,244","23,912","21,910","27,038","27,378","54,222","51,686"
2021년04월_계_연령구간인구수,"1,796,331","656,755","338,010","318,745","266,878","280,399","107,555","80,196","82,031","91,127","25,244","23,912","21,910","27,038","27,378","54,222","51,686"
2021년04월_계_0~9세,"125,253","53,121","24,193","28,928","20,406","18,509","6,174","4,839","4,172","6,675","1,229","1,152","1,105","1,330","1,413","2,614","2,514"
2021년04월_계_10~19세,"172,628","70,926","35,530","35,396","26,501","27,547","9,499","7,154","6,102","8,175","1,647","1,812","1,640","1,644","2,177","4,161","3,643"
2021년04월_계_20~29세,"209,487","92,833","49,187","43,646","29,479","35,693","10,422","7,496","7,080","8,844","1,910","1,736","1,617","2,017","2,018","4,162","4,180"
2021년04월_계_30~39세,"185,964","81,467","39,589","41,878","29,962","27,877","8,667","6,269","6,486","9,130","1,581","1,676","1,507","1,862","1,889","3,774","3,817"
2021년04월_계_40~49세,"265,638","106,459","52,752","53,707","43,210","41,385","14,571","10,543","9,904","13,417","2,665","2,813","2,517","2,761","3,230","6,120","6,043"
2021년04월_계_50~59세,"298,144","106,224","57,048","49,176","44,060","48,530","18,192","13,620","13,507","15,120","4,455","4,143","3,629","4,605","4,442","8,912","8,705"
2021년04월_계_60~69세,"261,328","78,480","43,135","35,345","38,212","41,359","17,305","13,269","14,876","14,271","5,034","4,518","4,309","5,081","4,924","9,927","9,763"
2021년04월_계_70~79세,"170,497","44,357","24,100","20,257","23,106","24,719","13,243","9,765","11,414","9,288","3,796","3,332","3,098","4,246","4,123","8,315","7,695"
2021년04월_계_80~89세,"92,815","19,959","10,794","9,165","10,281","12,599","8,246","6,232","7,218","5,357","2,533","2,374","2,174","3,039","2,768","5,359","4,676"
2021년04월_계_90~99세,"14,018","2,838","1,626","1,212","1,601","2,087","1,172",978,"1,231",817,377,334,303,436,372,844,628
2021년04월_계_100세 이상,559,91,56,35,60,94,64,31,41,33,17,22,11,17,22,34,22
2021년04월_남_총인구수,"893,415","323,164","164,576","158,588","134,918","139,726","53,439","39,331","40,661","46,842","12,756","11,915","10,935","13,856","13,366","26,821","25,685"
2021년04월_남_연령구간인구수,"893,415","323,164","164,576","158,588","134,918","139,726","53,439","39,331","40,661","46,842","12,756","11,915","10,935","13,856","13,366","26,821","25,685"
2021년04월_남_0~9세,"64,295","27,193","12,442","14,751","10,398","9,523","3,165","2,567","2,172","3,331",598,617,578,714,732,"1,386","1,321"
2021년04월_남_10~19세,"89,424","36,694","18,514","18,180","13,686","14,137","5,040","3,682","3,115","4,270",875,923,830,866,"1,123","2,272","1,911"
2021년04월_남_20~29세,"113,225","48,683","25,429","23,254","16,211","19,439","5,782","4,197","3,963","4,929","1,093",966,916,"1,187","1,134","2,371","2,354"
2021년04월_남_30~39세,"96,038","41,224","20,088","21,136","15,679","14,622","4,614","3,198","3,448","4,736",766,921,784,"1,032",921,"2,027","2,066"
2021년04월_남_40~49세,"136,817","52,127","25,247","26,880","22,650","21,133","7,659","5,406","5,548","7,390","1,552","1,564","1,426","1,682","1,829","3,466","3,385"
2021년04월_남_50~59세,"154,498","52,189","27,552","24,637","23,131","24,667","9,832","7,280","7,378","8,456","2,518","2,296","2,046","2,632","2,408","4,892","4,773"
2021년04월_남_60~69세,"129,133","37,411","20,343","17,068","18,815","20,479","8,609","6,609","7,491","7,406","2,676","2,327","2,204","2,755","2,526","4,933","4,892"
2021년04월_남_70~79세,"75,612","19,743","10,753","8,990","10,483","11,108","5,759","4,154","4,989","4,327","1,754","1,395","1,360","1,861","1,699","3,628","3,352"
2021년04월_남_80~89세,"31,193","7,238","3,834","3,404","3,519","4,131","2,712","2,011","2,285","1,812",831,826,718,"1,014",897,"1,708","1,491"
2021년04월_남_90~99세,"3,083",647,364,283,336,464,258,221,264,179,88,76,71,109,96,136,138
2021년04월_남_100세 이상,97,15,10,5,10,23,9,6,8,6,5,4,2,4,1,2,2
2021년04월_여_총인구수,"902,916","333,591","173,434","160,157","131,960","140,673","54,116","40,865","41,370","44,285","12,488","11,997","10,975","13,182","14,012","27,401","26,001"
2021년04월_여_연령구간인구수,"902,916","333,591","173,434","160,157","131,960","140,673","54,116","40,865","41,370","44,285","12,488","11,997","10,975","13,182","14,012","27,401","26,001"
2021년04월_여_0~9세,"60,958","25,928","11,751","14,177","10,008","8,986","3,009","2,272","2,000","3,344",631,535,527,616,681,"1,228","1,193"
2021년04월_여_10~19세,"83,204","34,232","17,016","17,216","12,815","13,410","4,459","3,472","2,987","3,905",772,889,810,778,"1,054","1,889","1,732"
2021년04월_여_20~29세,"96,262","44,150","23,758","20,392","13,268","16,254","4,640","3,299","3,117","3,915",817,770,701,830,884,"1,791","1,826"
2021년04월_여_30~39세,"89,926","40,243","19,501","20,742","14,283","13,255","4,053","3,071","3,038","4,394",815,755,723,830,968,"1,747","1,751"
2021년04월_여_40~49세,"128,821","54,332","27,505","26,827","20,560","20,252","6,912","5,137","4,356","6,027","1,113","1,249","1,091","1,079","1,401","2,654","2,658"
2021년04월_여_50~59세,"143,646","54,035","29,496","24,539","20,929","23,863","8,360","6,340","6,129","6,664","1,937","1,847","1,583","1,973","2,034","4,020","3,932"
2021년04월_여_60~69세,"132,195","41,069","22,792","18,277","19,397","20,880","8,696","6,660","7,385","6,865","2,358","2,191","2,105","2,326","2,398","4,994","4,871"
2021년04월_여_70~79세,"94,885","24,614","13,347","11,267","12,623","13,611","7,484","5,611","6,425","4,961","2,042","1,937","1,738","2,385","2,424","4,687","4,343"
2021년04월_여_80~89세,"61,622","12,721","6,960","5,761","6,762","8,468","5,534","4,221","4,933","3,545","1,702","1,548","1,456","2,025","1,871","3,651","3,185"
2021년04월_여_90~99세,"10,935","2,191","1,262",929,"1,265","1,623",914,757,967,638,289,258,232,327,276,708,490
2021년04월_여_100세 이상,462,76,46,30,50,71,55,25,33,27,12,18,9,13,21,32,20
2021년05월_계_총인구수,"1,794,682","656,934","337,822","319,112","266,345","280,152","107,489","80,086","81,593","91,126","25,233","23,917","21,902","27,019","27,321","54,018","51,547"
2021년05월_계_연령구간인구수,"1,794,682","656,934","337,822","319,112","266,345","280,152","107,489","80,086","81,593","91,126","25,233","23,917","21,902","27,019","27,321","54,018","51,547"
2021년05월_계_0~9세,"124,523","52,871","24,057","28,814","20,321","18,388","6,124","4,814","4,139","6,622","1,221","1,137","1,089","1,326","1,395","2,593","2,483"
2021년05월_계_10~19세,"172,288","70,738","35,409","35,329","26,439","27,479","9,463","7,162","6,086","8,180","1,637","1,802","1,641","1,646","2,161","4,208","3,646"
2021년05월_계_20~29세,"209,564","92,972","49,166","43,806","29,495","35,674","10,430","7,498","7,036","8,844","1,901","1,742","1,618","2,009","2,027","4,146","4,172"
2021년05월_계_30~39세,"185,440","81,442","39,513","41,929","29,831","27,804","8,652","6,234","6,432","9,087","1,581","1,669","1,495","1,847","1,873","3,727","3,766"
2021년05월_계_40~49세,"264,055","106,019","52,499","53,520","43,023","41,108","14,463","10,434","9,767","13,356","2,640","2,798","2,491","2,726","3,208","6,042","5,980"
2021년05월_계_50~59세,"298,283","106,500","57,116","49,384","44,025","48,541","18,228","13,582","13,408","15,166","4,458","4,156","3,635","4,597","4,415","8,873","8,699"
2021년05월_계_60~69세,"262,317","78,933","43,397","35,536","38,220","41,600","17,382","13,343","14,875","14,327","5,039","4,539","4,324","5,121","4,940","9,904","9,770"
2021년05월_계_70~79세,"170,496","44,465","24,153","20,312","23,064","24,744","13,208","9,758","11,373","9,297","3,806","3,336","3,100","4,237","4,117","8,286","7,705"
2021년05월_계_80~89세,"93,082","20,036","10,818","9,218","10,264","12,650","8,286","6,250","7,215","5,393","2,547","2,378","2,193","3,051","2,783","5,362","4,674"
2021년05월_계_90~99세,"14,093","2,866","1,638","1,228","1,607","2,074","1,191",981,"1,223",824,386,338,305,442,381,845,630
2021년05월_계_100세 이상,541,92,56,36,56,90,62,30,39,30,17,22,11,17,21,32,22
2021년05월_남_총인구수,"892,833","323,271","164,537","158,734","134,736","139,577","53,394","39,290","40,518","46,841","12,748","11,909","10,925","13,839","13,356","26,800","25,629"
2021년05월_남_연령구간인구수,"892,833","323,271","164,537","158,734","134,736","139,577","53,394","39,290","40,518","46,841","12,748","11,909","10,925","13,839","13,356","26,800","25,629"
2021년05월_남_0~9세,"63,920","27,087","12,382","14,705","10,356","9,466","3,133","2,551","2,154","3,301",590,606,568,710,727,"1,368","1,303"
2021년05월_남_10~19세,"89,253","36,594","18,453","18,141","13,640","14,084","5,029","3,690","3,105","4,278",870,920,831,867,"1,114","2,319","1,912"
2021년05월_남_20~29세,"113,292","48,745","25,417","23,328","16,222","19,432","5,780","4,191","3,949","4,942","1,087",962,913,"1,188","1,141","2,377","2,363"
2021년05월_남_30~39세,"95,730","41,210","20,055","21,155","15,597","14,547","4,610","3,181","3,441","4,709",766,912,782,"1,019",912,"2,010","2,034"
2021년05월_남_40~49세,"135,999","51,917","25,154","26,763","22,551","20,982","7,610","5,356","5,489","7,351","1,540","1,554","1,407","1,656","1,815","3,425","3,346"
2021년05월_남_50~59세,"154,800","52,379","27,627","24,752","23,182","24,745","9,846","7,250","7,360","8,458","2,521","2,311","2,057","2,618","2,399","4,889","4,785"
2021년05월_남_60~69세,"129,661","37,581","20,444","17,137","18,860","20,572","8,639","6,661","7,509","7,460","2,681","2,331","2,209","2,785","2,541","4,939","4,893"
2021년05월_남_70~79세,"75,685","19,820","10,773","9,047","10,467","11,122","5,757","4,152","4,969","4,328","1,763","1,403","1,363","1,864","1,702","3,616","3,359"
2021년05월_남_80~89세,"31,300","7,270","3,856","3,414","3,519","4,146","2,722","2,027","2,270","1,831",836,827,721,"1,020",906,"1,714","1,491"
2021년05월_남_90~99세,"3,103",653,366,287,333,461,259,225,266,177,89,79,73,108,98,141,141
2021년05월_남_100세 이상,90,15,10,5,9,20,9,6,6,6,5,4,1,4,1,2,2
2021년05월_여_총인구수,"901,849","333,663","173,285","160,378","131,609","140,575","54,095","40,796","41,075","44,285","12,485","12,008","10,977","13,180","13,965","27,218","25,918"
2021년05월_여_연령구간인구수,"901,849","333,663","173,285","160,378","131,609","140,575","54,095","40,796","41,075","44,285","12,485","12,008","10,977","13,180","13,965","27,218","25,918"
2021년05월_여_0~9세,"60,603","25,784","11,675","14,109","9,965","8,922","2,991","2,263","1,985","3,321",631,531,521,616,668,"1,225","1,180"
2021년05월_여_10~19세,"83,035","34,144","16,956","17,188","12,799","13,395","4,434","3,472","2,981","3,902",767,882,810,779,"1,047","1,889","1,734"
2021년05월_여_20~29세,"96,272","44,227","23,749","20,478","13,273","16,242","4,650","3,307","3,087","3,902",814,780,705,821,886,"1,769","1,809"
2021년05월_여_30~39세,"89,710","40,232","19,458","20,774","14,234","13,257","4,042","3,053","2,991","4,378",815,757,713,828,961,"1,717","1,732"
2021년05월_여_40~49세,"128,056","54,102","27,345","26,757","20,472","20,126","6,853","5,078","4,278","6,005","1,100","1,244","1,084","1,070","1,393","2,617","2,634"
2021년05월_여_50~59세,"143,483","54,121","29,489","24,632","20,843","23,796","8,382","6,332","6,048","6,708","1,937","1,845","1,578","1,979","2,016","3,984","3,914"
2021년05월_여_60~69세,"132,656","41,352","22,953","18,399","19,360","21,028","8,743","6,682","7,366","6,867","2,358","2,208","2,115","2,336","2,399","4,965","4,877"
2021년05월_여_70~79세,"94,811","24,645","13,380","11,265","12,597","13,622","7,451","5,606","6,404","4,969","2,043","1,933","1,737","2,373","2,415","4,670","4,346"
2021년05월_여_80~89세,"61,782","12,766","6,962","5,804","6,745","8,504","5,564","4,223","4,945","3,562","1,711","1,551","1,472","2,031","1,877","3,648","3,183"
2021년05월_여_90~99세,"10,990","2,213","1,272",941,"1,274","1,613",932,756,957,647,297,259,232,334,283,704,489
2021년05월_여_100세 이상,451,77,46,31,47,70,53,24,33,24,12,18,10,13,20,30,20
2021년06월_계_총인구수,"1,794,345","657,428","337,968","319,460","266,389","280,072","107,422","80,032","81,462","91,024","25,181","23,875","21,880","27,009","27,283","53,869","51,419"
2021년06월_계_연령구간인구수,"1,794,345","657,428","337,968","319,460","266,389","280,072","107,422","80,032","81,462","91,024","25,181","23,875","21,880","27,009","27,283","53,869","51,419"
2021년06월_계_0~9세,"123,823","52,657","23,940","28,717","20,219","18,263","6,053","4,799","4,107","6,567","1,215","1,126","1,075","1,318","1,383","2,569","2,472"
2021년06월_계_10~19세,"172,059","70,652","35,328","35,324","26,418","27,457","9,449","7,144","6,080","8,184","1,640","1,794","1,647","1,639","2,162","4,172","3,621"
2021년06월_계_20~29세,"209,721","93,163","49,255","43,908","29,539","35,662","10,440","7,493","7,052","8,819","1,892","1,734","1,611","2,008","2,021","4,120","4,167"
2021년06월_계_30~39세,"185,117","81,444","39,519","41,925","29,741","27,791","8,619","6,224","6,399","9,059","1,562","1,656","1,480","1,836","1,853","3,711","3,742"
2021년06월_계_40~49세,"263,566","105,864","52,403","53,461","42,997","41,039","14,432","10,419","9,731","13,300","2,621","2,790","2,481","2,711","3,215","6,023","5,943"
2021년06월_계_50~59세,"297,676","106,504","57,056","49,448","43,935","48,434","18,179","13,526","13,315","15,117","4,435","4,138","3,634","4,590","4,397","8,817","8,655"
2021년06월_계_60~69세,"263,759","79,452","43,681","35,771","38,452","41,841","17,467","13,386","14,921","14,427","5,075","4,564","4,342","5,162","4,960","9,934","9,776"
2021년06월_계_70~79세,"170,487","44,523","24,180","20,343","23,106","24,792","13,204","9,730","11,350","9,288","3,794","3,324","3,096","4,234","4,098","8,258","7,690"
2021년06월_계_80~89세,"93,460","20,190","10,893","9,297","10,312","12,645","8,325","6,291","7,240","5,397","2,549","2,391","2,200","3,050","2,791","5,381","4,698"
2021년06월_계_90~99세,"14,150","2,886","1,656","1,230","1,616","2,072","1,192",988,"1,226",836,382,336,303,445,382,853,633
2021년06월_계_100세 이상,527,93,57,36,54,76,62,32,41,30,16,22,11,16,21,31,22
2021년06월_남_총인구수,"892,670","323,491","164,603","158,888","134,786","139,543","53,374","39,277","40,449","46,782","12,724","11,889","10,922","13,828","13,326","26,716","25,563"
2021년06월_남_연령구간인구수,"892,670","323,491","164,603","158,888","134,786","139,543","53,374","39,277","40,449","46,782","12,724","11,889","10,922","13,828","13,326","26,716","25,563"
2021년06월_남_0~9세,"63,532","26,961","12,322","14,639","10,292","9,400","3,095","2,543","2,137","3,273",589,601,562,701,720,"1,361","1,297"
2021년06월_남_10~19세,"89,124","36,530","18,395","18,135","13,657","14,055","5,017","3,690","3,102","4,277",872,914,837,870,"1,111","2,293","1,899"
2021년06월_남_20~29세,"113,402","48,848","25,479","23,369","16,259","19,429","5,792","4,202","3,945","4,944","1,077",959,913,"1,185","1,135","2,362","2,352"
2021년06월_남_30~39세,"95,558","41,220","20,042","21,178","15,546","14,536","4,601","3,173","3,420","4,689",756,907,773,"1,009",902,"2,002","2,024"
2021년06월_남_40~49세,"135,742","51,837","25,117","26,720","22,534","20,974","7,597","5,339","5,470","7,306","1,533","1,554","1,399","1,646","1,819","3,414","3,320"
2021년06월_남_50~59세,"154,496","52,412","27,609","24,803","23,141","24,675","9,809","7,226","7,313","8,433","2,509","2,294","2,049","2,604","2,397","4,859","4,775"
2021년06월_남_60~69세,"130,429","37,820","20,576","17,244","18,969","20,709","8,701","6,680","7,542","7,519","2,707","2,350","2,227","2,820","2,536","4,953","4,896"
2021년06월_남_70~79세,"75,718","19,837","10,782","9,055","10,503","11,140","5,752","4,135","4,973","4,328","1,751","1,401","1,369","1,855","1,697","3,615","3,362"
2021년06월_남_80~89세,"31,483","7,348","3,899","3,449","3,547","4,153","2,745","2,058","2,273","1,825",840,830,718,"1,026",910,"1,714","1,496"
2021년06월_남_90~99세,"3,101",663,372,291,329,457,256,225,268,182,85,75,74,108,98,141,140
2021년06월_남_100세 이상,85,15,10,5,9,15,9,6,6,6,5,4,1,4,1,2,2
2021년06월_여_총인구수,"901,675","333,937","173,365","160,572","131,603","140,529","54,048","40,755","41,013","44,242","12,457","11,986","10,958","13,181","13,957","27,153","25,856"
2021년06월_여_연령구간인구수,"901,675","333,937","173,365","160,572","131,603","140,529","54,048","40,755","41,013","44,242","12,457","11,986","10,958","13,181","13,957","27,153","25,856"
2021년06월_여_0~9세,"60,291","25,696","11,618","14,078","9,927","8,863","2,958","2,256","1,970","3,294",626,525,513,617,663,"1,208","1,175"
2021년06월_여_10~19세,"82,935","34,122","16,933","17,189","12,761","13,402","4,432","3,454","2,978","3,907",768,880,810,769,"1,051","1,879","1,722"
2021년06월_여_20~29세,"96,319","44,315","23,776","20,539","13,280","16,233","4,648","3,291","3,107","3,875",815,775,698,823,886,"1,758","1,815"
2021년06월_여_30~39세,"89,559","40,224","19,477","20,747","14,195","13,255","4,018","3,051","2,979","4,370",806,749,707,827,951,"1,709","1,718"
2021년06월_여_40~49세,"127,824","54,027","27,286","26,741","20,463","20,065","6,835","5,080","4,261","5,994","1,088","1,236","1,082","1,065","1,396","2,609","2,623"
2021년06월_여_50~59세,"143,180","54,092","29,447","24,645","20,794","23,759","8,370","6,300","6,002","6,684","1,926","1,844","1,585","1,986","2,000","3,958","3,880"
2021년06월_여_60~69세,"133,330","41,632","23,105","18,527","19,483","21,132","8,766","6,706","7,379","6,908","2,368","2,214","2,115","2,342","2,424","4,981","4,880"
2021년06월_여_70~79세,"94,769","24,686","13,398","11,288","12,603","13,652","7,452","5,595","6,377","4,960","2,043","1,923","1,727","2,379","2,401","4,643","4,328"
2021년06월_여_80~89세,"61,977","12,842","6,994","5,848","6,765","8,492","5,580","4,233","4,967","3,572","1,709","1,561","1,482","2,024","1,881","3,667","3,202"
2021년06월_여_90~99세,"11,049","2,223","1,284",939,"1,287","1,615",936,763,958,654,297,261,229,337,284,712,493
2021년06월_여_100세 이상,442,78,47,31,45,61,53,26,35,24,11,18,10,12,20,29,20
2021년07월_계_총인구수,"1,793,902","657,664","337,946","319,718","266,226","279,836","107,349","80,027","81,406","91,197","25,113","23,849","21,854","26,952","27,219","53,826","51,384"
2021년07월_계_연령구간인구수,"1,793,902","657,664","337,946","319,718","266,226","279,836","107,349","80,027","81,406","91,197","25,113","23,849","21,854","26,952","27,219","53,826","51,384"
2021년07월_계_0~9세,"123,179","52,470","23,830","28,640","20,075","18,124","6,035","4,790","4,074","6,536","1,202","1,108","1,071","1,307","1,375","2,552","2,460"
2021년07월_계_10~19세,"171,743","70,526","35,204","35,322","26,364","27,366","9,424","7,164","6,072","8,177","1,634","1,793","1,651","1,632","2,170","4,152","3,618"
2021년07월_계_20~29세,"209,534","93,200","49,247","43,953","29,489","35,593","10,416","7,482","7,014","8,875","1,871","1,721","1,597","1,988","1,984","4,142","4,162"
2021년07월_계_30~39세,"184,768","81,480","39,563","41,917","29,649","27,755","8,585","6,172","6,385","9,009","1,546","1,660","1,464","1,821","1,844","3,677","3,721"
2021년07월_계_40~49세,"262,826","105,660","52,228","53,432","42,885","40,904","14,354","10,375","9,684","13,314","2,600","2,769","2,462","2,715","3,197","5,997","5,910"
2021년07월_계_50~59세,"297,818","106,698","57,143","49,555","43,946","48,408","18,153","13,539","13,340","15,158","4,406","4,130","3,638","4,550","4,383","8,809","8,660"
2021년07월_계_60~69세,"264,807","79,733","43,819","35,914","38,610","42,006","17,568","13,423","14,958","14,551","5,113","4,577","4,358","5,175","4,970","9,969","9,796"
2021년07월_계_70~79세,"170,737","44,612","24,221","20,391","23,194","24,874","13,211","9,738","11,356","9,296","3,785","3,313","3,102","4,240","4,083","8,241","7,692"
