카테고리,경상남도 김해시,경상남도 김해시 진영읍,경상남도 김해시 주촌면,경상남도 김해시 진례면,경상남도 김해시 한림면,경상남도 김해시 생림면,경상남도 김해시 상동면,경상남도 김해시 대동면,경상남도 김해시 동상동,경상남도 김해시 회현동,경상남도 김해시 부원동,경상남도 김해시 내외동,경상남도 김해시 북부동,경상남도 김해시 칠산서부동,경상남도 김해시 활천동,경상남도 김해시 삼안동,경상남도 김해시 불암동,경상남도 김해시 장유1동,경상남도 김해시 장유2동,경상남도 김해시 장유3동
2021년09월_계_60~69세,"62,309","6,298","1,640","1,448","1,867","1,012",835,"1,675","1,694","1,623","1,641","8,516","8,013","1,702","5,616","4,896","1,168","4,990","3,078","4,597"
2021년09월_계_70~79세,"26,877","2,666",515,755,"1,012",582,379,947,726,874,734,"3,199","3,198",776,"2,287","1,956",501,"2,384","1,433","1,953"
2021년09월_계_80~89세,"11,989","1,234",278,404,605,308,167,456,310,356,282,"1,588","1,393",333,931,929,193,"1,029",533,660
2021년09월_계_90~99세,"1,475",163,35,73,78,32,33,75,36,49,25,164,166,33,99,101,24,118,83,88
2021년09월_계_100세 이상,53,4,0,0,1,0,3,2,1,6,1,9,7,1,1,2,5,7,1,2
2021년09월_남_총인구수,"272,581","28,741","9,426","3,507","4,021","2,019","1,738","2,994","4,958","4,521","5,054","36,601","40,112","5,047","20,373","16,828","3,850","28,372","18,273","36,146"
2021년09월_남_연령구간인구수,"272,581","28,741","9,426","3,507","4,021","2,019","1,738","2,994","4,958","4,521","5,054","36,601","40,112","5,047","20,373","16,828","3,850","28,372","18,273","36,146"
2021년09월_남_0~9세,"23,823","3,236","1,442",115,91,54,44,64,279,307,292,"2,373","3,562",283,"1,244",729,251,"2,499","1,688","5,270"
2021년09월_남_10~19세,"31,267","3,205",650,165,184,65,73,115,313,289,331,"3,762","5,416",377,"1,960","1,536",357,"4,097","2,642","5,730"
2021년09월_남_20~29세,"36,856","2,921","1,046",368,361,173,154,227,712,562,748,"6,583","5,829",656,"3,203","3,174",549,"3,736","2,408","3,446"
2021년09월_남_30~39세,"34,624","4,340","2,020",289,358,148,142,219,680,594,649,"4,459","4,680",551,"2,308","1,611",409,"3,428","2,227","5,512"
2021년09월_남_40~49세,"47,974","5,848","1,605",486,457,206,202,307,670,626,720,"5,329","7,076",720,"3,121","2,342",583,"5,706","3,694","8,276"
2021년09월_남_50~59세,"50,339","4,415","1,388",802,871,444,407,547,"1,010",823,"1,051","7,878","7,671","1,075","4,324","3,690",788,"5,144","3,329","4,682"
2021년09월_남_60~69세,"31,841","3,137",929,783,"1,019",546,459,890,862,803,822,"4,472","4,072",906,"2,912","2,598",614,"2,384","1,504","2,129"
2021년09월_남_70~79세,"11,820","1,206",260,343,496,274,193,461,325,372,334,"1,277","1,353",357,"1,005",841,222,"1,021",593,887
2021년09월_남_80~89세,"3,761",407,80,146,177,106,58,149,99,135,104,437,419,117,275,286,68,328,173,197
2021년09월_남_90~99세,263,26,6,10,7,3,6,15,7,9,3,29,34,5,21,20,7,25,14,16
2021년09월_남_100세 이상,13,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,4,1,1
2021년09월_여_총인구수,"266,200","27,056","9,007","2,884","3,348","1,783","1,409","2,775","4,729","4,532","4,804","36,826","40,008","4,477","19,670","15,989","3,709","28,589","17,977","36,628"
2021년09월_여_연령구간인구수,"266,200","27,056","9,007","2,884","3,348","1,783","1,409","2,775","4,729","4,532","4,804","36,826","40,008","4,477","19,670","15,989","3,709","28,589","17,977","36,628"
2021년09월_여_0~9세,"22,782","2,990","1,403",84,89,30,30,72,251,273,262,"2,151","3,403",241,"1,152",695,222,"2,592","1,688","5,154"
2021년09월_여_10~19세,"29,094","3,007",625,140,130,55,66,90,336,253,296,"3,525","4,895",340,"1,801","1,377",370,"3,874","2,475","5,439"
2021년09월_여_20~29세,"30,586","2,313","1,007",191,203,115,105,136,572,459,622,"5,544","4,867",540,"2,692","2,462",437,"3,225","1,935","3,161"
2021년09월_여_30~39세,"32,414","4,069","1,941",213,192,98,84,149,518,576,536,"3,984","4,573",392,"1,931","1,274",341,"3,385","2,113","6,045"
2021년09월_여_40~49세,"48,494","5,085","1,438",287,240,135,119,213,646,555,641,"6,006","7,887",602,"3,017","2,341",588,"6,119","3,962","8,613"
2021년09월_여_50~59세,"47,825","4,003","1,400",571,630,345,304,475,933,828,"1,027","8,357","7,484",902,"4,356","3,702",773,"4,628","2,961","4,146"
2021년09월_여_60~69세,"30,468","3,161",711,665,848,466,376,785,832,820,819,"4,044","3,941",796,"2,704","2,298",554,"2,606","1,574","2,468"
2021년09월_여_70~79세,"15,057","1,460",255,412,516,308,186,486,401,502,400,"1,922","1,845",419,"1,282","1,115",279,"1,363",840,"1,066"
2021년09월_여_80~89세,"8,228",827,198,258,428,202,109,307,211,221,178,"1,151",974,216,656,643,125,701,360,463
2021년09월_여_90~99세,"1,212",137,29,63,71,29,27,60,29,40,22,135,132,28,78,81,17,93,69,72
2021년09월_여_100세 이상,40,4,0,0,1,0,3,2,0,5,1,7,7,1,1,1,3,3,0,1
2021년10월_계_총인구수,"538,682","55,799","18,570","6,381","7,341","3,819","3,141","5,752","9,686","9,020","9,856","73,391","80,059","9,514","40,005","32,779","7,551","56,892","36,286","72,840"
2021년10월_계_연령구간인구수,"538,682","55,799","18,570","6,381","7,341","3,819","3,141","5,752","9,686","9,020","9,856","73,391","80,059","9,514","40,005","32,779","7,551","56,892","36,286","72,840"
2021년10월_계_0~9세,"46,394","6,202","2,860",199,170,83,76,134,524,573,552,"4,513","6,939",517,"2,381","1,411",468,"5,030","3,385","10,377"
2021년10월_계_10~19세,"60,229","6,217","1,287",301,307,115,135,207,647,537,621,"7,261","10,282",709,"3,743","2,896",732,"7,928","5,090","11,214"
2021년10월_계_20~29세,"67,269","5,219","2,063",557,552,299,264,357,"1,298","1,014","1,370","12,028","10,663","1,201","5,871","5,606",981,"6,981","4,353","6,592"
2021년10월_계_30~39세,"66,842","8,345","3,978",504,549,242,225,364,"1,198","1,157","1,184","8,469","9,212",954,"4,225","2,900",745,"6,769","4,344","11,478"
2021년10월_계_40~49세,"96,220","10,929","3,066",764,684,339,320,514,"1,314","1,179","1,349","11,286","14,912","1,302","6,106","4,659","1,166","11,777","7,646","16,908"
2021년10월_계_50~59세,"98,488","8,463","2,829","1,372","1,505",790,706,"1,014","1,937","1,658","2,069","16,254","15,221","1,969","8,687","7,397","1,553","9,842","6,309","8,913"
2021년10월_계_60~69세,"62,643","6,328","1,660","1,448","1,870","1,021",827,"1,683","1,688","1,618","1,662","8,572","8,047","1,715","5,668","4,911","1,182","5,011","3,114","4,618"
2021년10월_계_70~79세,"27,004","2,687",517,755,"1,016",589,385,946,729,882,736,"3,225","3,205",774,"2,291","1,966",498,"2,401","1,420","1,982"
2021년10월_계_80~89세,"12,072","1,245",279,406,608,304,169,456,315,353,286,"1,613","1,406",339,933,928,196,"1,030",540,666
2021년10월_계_90~99세,"1,486",160,31,75,79,37,31,75,35,48,26,165,170,33,99,103,25,120,84,90
2021년10월_계_100세 이상,35,4,0,0,1,0,3,2,1,1,1,5,2,1,1,2,5,3,1,2
2021년10월_남_총인구수,"272,490","28,741","9,498","3,495","4,012","2,036","1,737","2,986","4,960","4,508","5,039","36,590","40,074","5,048","20,356","16,787","3,844","28,330","18,299","36,150"
2021년10월_남_연령구간인구수,"272,490","28,741","9,498","3,495","4,012","2,036","1,737","2,986","4,960","4,508","5,039","36,590","40,074","5,048","20,356","16,787","3,844","28,330","18,299","36,150"
2021년10월_남_0~9세,"23,741","3,218","1,450",115,91,53,46,65,277,306,289,"2,376","3,548",284,"1,238",724,251,"2,463","1,700","5,247"
2021년10월_남_10~19세,"31,190","3,213",658,163,178,63,70,116,316,284,327,"3,756","5,392",368,"1,951","1,526",359,"4,080","2,628","5,742"
2021년10월_남_20~29세,"36,726","2,908","1,053",361,353,180,160,222,714,559,748,"6,533","5,797",669,"3,194","3,146",544,"3,735","2,412","3,438"
2021년10월_남_30~39세,"34,528","4,297","2,020",290,357,147,144,218,685,587,643,"4,470","4,675",551,"2,311","1,622",403,"3,419","2,230","5,459"
2021년10월_남_40~49세,"47,867","5,849","1,626",478,453,204,199,303,671,624,719,"5,308","7,065",711,"3,101","2,333",580,"5,667","3,696","8,280"
2021년10월_남_50~59세,"50,471","4,445","1,404",803,872,451,405,544,999,825,"1,046","7,879","7,689","1,068","4,330","3,686",788,"5,170","3,340","4,727"
2021년10월_남_60~69세,"31,993","3,154",942,782,"1,025",550,454,889,865,805,824,"4,494","4,090",913,"2,933","2,602",618,"2,401","1,515","2,137"
2021년10월_남_70~79세,"11,924","1,223",261,344,499,280,197,464,325,375,335,"1,302","1,362",360,"1,004",843,224,"1,035",590,901
2021년10월_남_80~89세,"3,776",409,78,147,176,104,58,150,100,134,105,442,422,119,273,284,68,332,172,203
2021년10월_남_90~99세,266,25,6,12,8,4,4,15,7,9,3,29,34,5,21,20,7,27,15,15
2021년10월_남_100세 이상,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,1,1
2021년10월_여_총인구수,"266,192","27,058","9,072","2,886","3,329","1,783","1,404","2,766","4,726","4,512","4,817","36,801","39,985","4,466","19,649","15,992","3,707","28,562","17,987","36,690"
2021년10월_여_연령구간인구수,"266,192","27,058","9,072","2,886","3,329","1,783","1,404","2,766","4,726","4,512","4,817","36,801","39,985","4,466","19,649","15,992","3,707","28,562","17,987","36,690"
2021년10월_여_0~9세,"22,653","2,984","1,410",84,79,30,30,69,247,267,263,"2,137","3,391",233,"1,143",687,217,"2,567","1,685","5,130"
2021년10월_여_10~19세,"29,039","3,004",629,138,129,52,65,91,331,253,294,"3,505","4,890",341,"1,792","1,370",373,"3,848","2,462","5,472"
2021년10월_여_20~29세,"30,543","2,311","1,010",196,199,119,104,135,584,455,622,"5,495","4,866",532,"2,677","2,460",437,"3,246","1,941","3,154"
2021년10월_여_30~39세,"32,314","4,048","1,958",214,192,95,81,146,513,570,541,"3,999","4,537",403,"1,914","1,278",342,"3,350","2,114","6,019"
2021년10월_여_40~49세,"48,353","5,080","1,440",286,231,135,121,211,643,555,630,"5,978","7,847",591,"3,005","2,326",586,"6,110","3,950","8,628"
2021년10월_여_50~59세,"48,017","4,018","1,425",569,633,339,301,470,938,833,"1,023","8,375","7,532",901,"4,357","3,711",765,"4,672","2,969","4,186"
2021년10월_여_60~69세,"30,650","3,174",718,666,845,471,373,794,823,813,838,"4,078","3,957",802,"2,735","2,309",564,"2,610","1,599","2,481"
2021년10월_여_70~79세,"15,080","1,464",256,411,517,309,188,482,404,507,401,"1,923","1,843",414,"1,287","1,123",274,"1,366",830,"1,081"
2021년10월_여_80~89세,"8,296",836,201,259,432,200,111,306,215,219,181,"1,171",984,220,660,644,128,698,368,463
2021년10월_여_90~99세,"1,220",135,25,63,71,33,27,60,28,39,23,136,136,28,78,83,18,93,69,75
2021년10월_여_100세 이상,27,4,0,0,1,0,3,2,0,1,1,4,2,1,1,1,3,2,0,1
2021년11월_계_총인구수,"538,286","55,709","18,648","6,415","7,323","3,818","3,153","5,633","9,680","8,976","9,850","73,242","80,076","9,500","39,967","32,642","7,533","56,838","36,285","72,998"
2021년11월_계_연령구간인구수,"538,286","55,709","18,648","6,415","7,323","3,818","3,153","5,633","9,680","8,976","9,850","73,242","80,076","9,500","39,967","32,642","7,533","56,838","36,285","72,998"
2021년11월_계_0~9세,"46,116","6,156","2,885",199,169,83,82,127,522,572,546,"4,468","6,891",512,"2,355","1,396",457,"5,012","3,358","10,326"
2021년11월_계_10~19세,"60,186","6,230","1,289",307,280,114,131,210,637,535,616,"7,247","10,294",704,"3,735","2,869",737,"7,895","5,096","11,260"
2021년11월_계_20~29세,"66,967","5,203","2,038",551,554,297,259,344,"1,308","1,006","1,359","11,953","10,635","1,191","5,856","5,532",974,"6,961","4,348","6,598"
2021년11월_계_30~39세,"66,599","8,256","4,002",508,543,242,234,352,"1,190","1,150","1,184","8,441","9,184",954,"4,204","2,902",745,"6,738","4,320","11,450"
2021년11월_계_40~49세,"96,128","10,952","3,089",777,682,347,319,506,"1,319","1,160","1,337","11,239","14,895","1,296","6,091","4,621","1,156","11,763","7,632","16,947"
2021년11월_계_50~59세,"98,650","8,470","2,848","1,378","1,509",787,706,988,"1,929","1,659","2,078","16,215","15,262","1,965","8,679","7,392","1,559","9,863","6,357","9,006"
2021년11월_계_60~69세,"62,909","6,334","1,665","1,458","1,883","1,020",834,"1,658","1,684","1,607","1,670","8,656","8,099","1,730","5,703","4,930","1,182","5,025","3,119","4,652"
2021년11월_계_70~79세,"27,092","2,699",520,751,"1,011",588,383,927,739,882,743,"3,244","3,228",774,"2,304","1,963",499,"2,422","1,423","1,992"
2021년11월_계_80~89세,"12,120","1,245",280,410,612,305,170,445,316,355,289,"1,614","1,414",340,937,930,199,"1,037",544,678
2021년11월_계_90~99세,"1,489",160,32,76,79,35,32,74,35,49,27,160,172,33,102,105,25,119,87,87
2021년11월_계_100세 이상,30,4,0,0,1,0,3,2,1,1,1,5,2,1,1,2,0,3,1,2
2021년11월_남_총인구수,"272,256","28,684","9,544","3,515","3,995","2,035","1,745","2,925","4,954","4,475","5,027","36,516","40,086","5,049","20,344","16,701","3,840","28,317","18,278","36,226"
2021년11월_남_연령구간인구수,"272,256","28,684","9,544","3,515","3,995","2,035","1,745","2,925","4,954","4,475","5,027","36,516","40,086","5,049","20,344","16,701","3,840","28,317","18,278","36,226"
2021년11월_남_0~9세,"23,589","3,190","1,460",112,91,53,51,63,274,303,283,"2,331","3,533",282,"1,233",718,246,"2,453","1,697","5,216"
2021년11월_남_10~19세,"31,157","3,219",661,166,160,63,68,118,315,281,320,"3,757","5,390",365,"1,949","1,511",362,"4,073","2,621","5,758"
2021년11월_남_20~29세,"36,551","2,908","1,041",357,352,177,154,212,712,552,746,"6,494","5,787",678,"3,174","3,091",542,"3,716","2,412","3,446"
2021년11월_남_30~39세,"34,420","4,253","2,027",296,352,147,151,212,681,583,642,"4,468","4,652",545,"2,309","1,623",402,"3,405","2,216","5,456"
2021년11월_남_40~49세,"47,808","5,841","1,645",484,451,211,198,299,674,615,717,"5,282","7,064",709,"3,089","2,324",577,"5,659","3,685","8,284"
2021년11월_남_50~59세,"50,558","4,447","1,419",808,872,448,405,532,996,821,"1,047","7,865","7,722","1,067","4,329","3,668",791,"5,193","3,353","4,775"
2021년11월_남_60~69세,"32,129","3,158",941,786,"1,032",549,459,872,866,800,825,"4,535","4,106",918,"2,953","2,619",616,"2,410","1,519","2,165"
2021년11월_남_70~79세,"11,972","1,234",266,345,497,278,196,456,329,377,338,"1,310","1,370",361,"1,009",844,227,"1,041",587,907
2021년11월_남_80~89세,"3,805",410,77,150,180,105,59,145,100,134,105,445,428,119,279,282,70,340,172,205
2021년11월_남_90~99세,262,24,7,11,8,4,4,16,6,9,4,28,34,5,20,20,7,26,15,14
2021년11월_남_100세 이상,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
2021년11월_여_총인구수,"266,030","27,025","9,104","2,900","3,328","1,783","1,408","2,708","4,726","4,501","4,823","36,726","39,990","4,451","19,623","15,941","3,693","28,521","18,007","36,772"
2021년11월_여_연령구간인구수,"266,030","27,025","9,104","2,900","3,328","1,783","1,408","2,708","4,726","4,501","4,823","36,726","39,990","4,451","19,623","15,941","3,693","28,521","18,007","36,772"
2021년11월_여_0~9세,"22,527","2,966","1,425",87,78,30,31,64,248,269,263,"2,137","3,358",230,"1,122",678,211,"2,559","1,661","5,110"
2021년11월_여_10~19세,"29,029","3,011",628,141,120,51,63,92,322,254,296,"3,490","4,904",339,"1,786","1,358",375,"3,822","2,475","5,502"
2021년11월_여_20~29세,"30,416","2,295",997,194,202,120,105,132,596,454,613,"5,459","4,848",513,"2,682","2,441",432,"3,245","1,936","3,152"
2021년11월_여_30~39세,"32,179","4,003","1,975",212,191,95,83,140,509,567,542,"3,973","4,532",409,"1,895","1,279",343,"3,333","2,104","5,994"
2021년11월_여_40~49세,"48,320","5,111","1,444",293,231,136,121,207,645,545,620,"5,957","7,831",587,"3,002","2,297",579,"6,104","3,947","8,663"
2021년11월_여_50~59세,"48,092","4,023","1,429",570,637,339,301,456,933,838,"1,031","8,350","7,540",898,"4,350","3,724",768,"4,670","3,004","4,231"
2021년11월_여_60~69세,"30,780","3,176",724,672,851,471,375,786,818,807,845,"4,121","3,993",812,"2,750","2,311",566,"2,615","1,600","2,487"
2021년11월_여_70~79세,"15,120","1,465",254,406,514,310,187,471,410,505,405,"1,934","1,858",413,"1,295","1,119",272,"1,381",836,"1,085"
2021년11월_여_80~89세,"8,315",835,203,260,432,200,111,300,216,221,184,"1,169",986,221,658,648,129,697,372,473
2021년11월_여_90~99세,"1,227",136,25,65,71,31,28,58,29,40,23,132,138,28,82,85,18,93,72,73
2021년11월_여_100세 이상,25,4,0,0,1,0,3,2,0,1,1,4,2,1,1,1,0,2,0,2
2021년12월_계_총인구수,"537,673","55,638","18,709","6,383","7,291","3,825","3,138","5,614","9,650","8,977","9,829","73,113","79,915","9,519","39,955","32,548","7,521","56,720","36,269","73,059"
2021년12월_계_연령구간인구수,"537,673","55,638","18,709","6,383","7,291","3,825","3,138","5,614","9,650","8,977","9,829","73,113","79,915","9,519","39,955","32,548","7,521","56,720","36,269","73,059"
2021년12월_계_0~9세,"45,854","6,112","2,881",197,162,84,81,130,519,570,542,"4,437","6,860",514,"2,351","1,379",453,"4,986","3,323","10,273"
2021년12월_계_10~19세,"60,101","6,234","1,309",297,279,114,131,207,632,534,605,"7,221","10,276",707,"3,727","2,837",739,"7,873","5,099","11,280"
2021년12월_계_20~29세,"66,584","5,186","2,024",548,539,293,253,337,"1,297","1,004","1,360","11,878","10,561","1,198","5,817","5,507",968,"6,883","4,339","6,592"
2021년12월_계_30~39세,"66,222","8,150","3,999",498,546,245,228,347,"1,194","1,138","1,189","8,439","9,076",946,"4,199","2,908",747,"6,718","4,277","11,378"
2021년12월_계_40~49세,"96,078","10,985","3,128",774,684,345,319,500,"1,307","1,156","1,323","11,192","14,885","1,300","6,084","4,594","1,138","11,715","7,640","17,009"
2021년12월_계_50~59세,"98,718","8,477","2,855","1,364","1,495",796,706,984,"1,925","1,664","2,076","16,192","15,266","1,960","8,669","7,374","1,572","9,893","6,376","9,074"
2021년12월_계_60~69세,"63,217","6,366","1,675","1,459","1,884","1,015",826,"1,661","1,680","1,618","1,678","8,707","8,162","1,742","5,745","4,949","1,178","5,053","3,138","4,681"
2021년12월_계_70~79세,"27,140","2,708",519,759,"1,014",592,390,921,743,885,737,"3,248","3,222",772,"2,315","1,962",500,"2,423","1,431","1,999"
2021년12월_계_80~89세,"12,216","1,252",283,411,606,307,169,449,315,357,292,"1,632","1,431",345,944,932,201,"1,050",556,684
2021년12월_계_90~99세,"1,513",163,36,76,81,34,32,76,36,49,26,163,174,34,103,105,25,123,89,88
2021년12월_계_100세 이상,30,5,0,0,1,0,3,2,2,2,1,4,2,1,1,1,0,3,1,1
2021년12월_남_총인구수,"271,899","28,651","9,585","3,498","3,980","2,038","1,732","2,913","4,933","4,480","5,015","36,435","40,005","5,060","20,327","16,638","3,838","28,237","18,284","36,250"
2021년12월_남_연령구간인구수,"271,899","28,651","9,585","3,498","3,980","2,038","1,732","2,913","4,933","4,480","5,015","36,435","40,005","5,060","20,327","16,638","3,838","28,237","18,284","36,250"
2021년12월_남_0~9세,"23,430","3,166","1,459",111,90,54,51,65,268,303,280,"2,308","3,517",283,"1,225",708,248,"2,430","1,678","5,186"
2021년12월_남_10~19세,"31,096","3,227",675,162,159,63,67,117,315,278,312,"3,747","5,373",368,"1,942","1,491",363,"4,055","2,624","5,758"
2021년12월_남_20~29세,"36,374","2,893","1,031",352,340,178,148,207,710,555,750,"6,465","5,760",688,"3,157","3,076",535,"3,674","2,407","3,448"
2021년12월_남_30~39세,"34,264","4,212","2,035",291,349,146,147,207,680,578,642,"4,481","4,605",536,"2,313","1,633",407,"3,396","2,194","5,412"
2021년12월_남_40~49세,"47,783","5,842","1,664",482,451,209,198,300,671,615,710,"5,256","7,044",715,"3,083","2,309",566,"5,642","3,698","8,328"
2021년12월_남_50~59세,"50,538","4,459","1,416",801,869,450,407,525,993,821,"1,049","7,826","7,723","1,064","4,316","3,647",799,"5,194","3,367","4,812"
2021년12월_남_60~69세,"32,282","3,167",950,785,"1,034",548,450,876,858,809,825,"4,564","4,143",924,"2,973","2,628",618,"2,429","1,531","2,170"
2021년12월_남_70~79세,"12,018","1,250",268,349,500,280,202,451,333,379,335,"1,316","1,368",361,"1,018",842,224,"1,040",591,911
2021년12월_남_80~89세,"3,837",412,78,155,179,106,58,149,98,132,109,442,434,116,280,283,71,349,177,209
2021년12월_남_90~99세,272,23,9,10,9,4,4,16,6,9,3,30,38,5,20,20,7,27,16,16
2021년12월_남_100세 이상,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
2021년12월_여_총인구수,"265,774","26,987","9,124","2,885","3,311","1,787","1,406","2,701","4,717","4,497","4,814","36,678","39,910","4,459","19,628","15,910","3,683","28,483","17,985","36,809"
2021년12월_여_연령구간인구수,"265,774","26,987","9,124","2,885","3,311","1,787","1,406","2,701","4,717","4,497","4,814","36,678","39,910","4,459","19,628","15,910","3,683","28,483","17,985","36,809"
2021년12월_여_0~9세,"22,424","2,946","1,422",86,72,30,30,65,251,267,262,"2,129","3,343",231,"1,126",671,205,"2,556","1,645","5,087"
2021년12월_여_10~19세,"29,005","3,007",634,135,120,51,64,90,317,256,293,"3,474","4,903",339,"1,785","1,346",376,"3,818","2,475","5,522"
2021년12월_여_20~29세,"30,210","2,293",993,196,199,115,105,130,587,449,610,"5,413","4,801",510,"2,660","2,431",433,"3,209","1,932","3,144"
2021년12월_여_30~39세,"31,958","3,938","1,964",207,197,99,81,140,514,560,547,"3,958","4,471",410,"1,886","1,275",340,"3,322","2,083","5,966"
2021년12월_여_40~49세,"48,295","5,143","1,464",292,233,136,121,200,636,541,613,"5,936","7,841",585,"3,001","2,285",572,"6,073","3,942","8,681"
2021년12월_여_50~59세,"48,180","4,018","1,439",563,626,346,299,459,932,843,"1,027","8,366","7,543",896,"4,353","3,727",773,"4,699","3,009","4,262"
2021년12월_여_60~69세,"30,935","3,199",725,674,850,467,376,785,822,809,853,"4,143","4,019",818,"2,772","2,321",560,"2,624","1,607","2,511"
2021년12월_여_70~79세,"15,122","1,458",251,410,514,312,188,470,410,506,402,"1,932","1,854",411,"1,297","1,120",276,"1,383",840,"1,088"
2021년12월_여_80~89세,"8,379",840,205,256,427,201,111,300,217,225,183,"1,190",997,229,664,649,130,701,379,475
2021년12월_여_90~99세,"1,241",140,27,66,72,30,28,60,30,40,23,133,136,29,83,85,18,96,73,72
2021년12월_여_100세 이상,25,5,0,0,1,0,3,2,1,1,1,4,2,1,1,0,0,2,0,1
